Title,Author,ISBN,Bookshelves,Date Read
On the Rez,Ian Frazier,9780312278595,Finished reading,""
Now That the Buffalo’s Gone: A Study of Today’s American Indians,Alvin M. Josephy Jr.,9780806119151,Finished reading,""
The World War II Desk Reference,Douglas Brinkley,9780060526511,Finished reading,""
"America and the World, 1776-1998: A Handbook of United States Diplomatic History",Jerry K. Sweeney,9781577661498,Finished reading,""
A Handbook Of American Military History: From The Revolutionary War To The Present,Jerry K. Sweeney,9780813385693,Finished reading,""
The American Age: United States Foreign Policy at Home & Abroad 1750 to the Present,Walter F. LaFeber,9780393964745,Finished reading,""
Hell's Gate: The Battle of the Cherkassy Pocket January to February 1944,Douglas E. Nash,9780965758437,Finished reading,""
The Human Factor (Everyman's Library),Graham Greene,9780679409922,Finished reading,""
The Bright Ages,Matthew Gabriele,9780062980915,Finished reading,""
Catholic Modern,James Chappel,9780674972100,Finished reading,""
"Tinker, Tailor, Soldier, Spy",John Le Carre,9780143119784,Finished reading,2023-01-13
What It Took to Win,Michael Kazin,9780374717797,Finished reading,""
The Long Land War,Jo Guldi,9780300256680,Finished reading,""
Why the New Deal Matters,Eric Rauchway,9780300258219,Finished reading,""
Left Behind,Lily Geismer,9781541756984,Finished reading,""
"The Hobbit, Or, There and Back Again",J. R. R. Tolkien,9780547928227,Finished reading,""
Democracy's Data,Dan Bouk,9780374602550,Finished reading,""
The Next Shift,Gabriel Winant,9780674238091,Finished reading,""
Valley of Heart's Delight,Anne Marie Todd,9780520389571,Finished reading,""
Why Liberalism Failed (Politics and Culture),Patrick J. Deneen,9780300223446,Finished reading,""
Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs,Ken Kocienda,9781250194466,Finished reading,""
The Code: Silicon Valley and the Remaking of America,Margaret O'Mara,9780399562181,Finished reading,""
The Thirty Years War,C,9781681371238,Finished reading,""
Draft No. 4: On the Writing Process,John McPhee,9780374142742,Finished reading,""
The Treeline: The Last Forest and the Future of Life on Earth,Ben Rawlence,9781250270245,Finished reading,""
The Overstory: A Novel,Richard Powers,9780393635539,Finished reading,2023-01-06
Pollution Is Colonialism,Max Liboiron,9781478014133,Finished reading,""
Call for the Dead,John le Carré,9781101603758,Finished reading,2023-01-14
The Honourable Schoolboy,John le Carré,9781101528754,Finished reading,2023-05-10
Permission to Feel,Marc Brackett,9781250212849,Finished reading,2023-03-07
Chemical Lands,David D. Vail,9780817319731,Finished reading,2023-02-25
The Great Plains,Walter Prescott Webb,9780803297029,Finished reading,2023-04-21
The Settler Sea,Traci Brynne Voyles,9781496229625,Finished reading,2024-09-13
Colony and Empire,William G. Robbins,9780700607501,Finished reading,2023-04-21
Continental Reckoning,Elliott West,9781496234452,Finished reading,2023-07-25
Atheist Delusions,David Bentley Hart,9780300155648,Finished reading,2023-11-02
All the Little Live Things,Wallace Stegner,9781101075791,Finished reading,2023-09-04
Billionaire Wilderness,Justin Farrell,9780691217123,Finished reading,2023-08-01
Shaped by the State,Brent Cebul,9780226596464,Finished reading,2023-08-16
The Big Empty,R. Douglas Hurt,9780816529728,Finished reading,2023-11-02
My Antonia,Willa Cather,9780525562863,Finished reading,2023-11-18
Rodeo,Susan Nance,9780806167053,Finished reading,2023-09-04
This Land is My Land,James R. Skillen,9780197500705,Finished reading,2023-11-02
Angle of Repose,Wallace Stegner,9781101872765,Finished reading,2024-05-17
All the Pretty Horses,Cormac McCarthy,9780307481306,Finished reading,2023-12-14
Public Lands and Political Meaning,Karen R. Merrill,9780520926882,Finished reading,""
Born in the Country,David B. Danbom,9780801884597,Finished reading,2024-02-03
The Peace of Wild Things,Wendell Berry,9780141987132,Finished reading,2023-12-29
Wallace Stegner's Unsettled Country,Mark Fiege,9781496236173,Finished reading,2024-01-22
A Year and a Day on Just a Few Acres,Peter Larson,9781495499579,Finished reading,2024-02-11
Wild Idea,Dan O'Brien,9780803250963,Finished reading,2024-08-21
Cow Talk,Michelle K. Berry,9780806192338,Finished reading,2024-07-30
The Need to Be Whole,Wendell Berry,9798985679809,Finished reading,2024-06-23
The Solace of Open Spaces,Gretel Ehrlich,9780140081138,Finished reading,2024-07-14
Uprooted,Grace Olmstead,9780593084038,Finished reading,2024-09-12
The Crossing,Cormac McCarthy,9780330474931,Finished reading,2024-09-08
Illiberal America,Steven Hahn,9780393635928,Finished reading,2025-01-10
Holy the Firm,Annie Dillard,9780061871658,Finished reading,""
Standing At Armageddon,Nell Irvin Painter,9780393331929,Finished reading,2025-02-07
Cities of the Plain,Cormac McCarthy,9780679423904,Finished reading,2024-10-08
Cattle Kingdom,Christopher Knowlton,9780544369979,Finished reading,2024-12-30
Every Farm a Factory,Deborah Kay Fitzgerald,9780300133417,Finished reading,2024-10-17
Distant Viewing,Taylor Arnold,9780262375177,Finished reading,""
Distant Viewing,Taylor Arnold,9780262375177,Finished reading,2024-10-01
The Lies of the Land,Steven Conn,9780226826905,Finished reading,2024-12-22
The Missile Next Door,Gretchen Heefner,9780674070882,Finished reading,2024-12-11
Moonbound,Robin Sloan,9780374610616,Finished reading,2025-01-05
"The Fellowship of the Ring (The Lord of the Rings, Book 1)",J. R. R. Tolkien,9780007322497,Finished reading,2025-01-06
"The Two Towers (The Lord of the Rings, Book 2)",J. R. R. Tolkien,9780007322503,Finished reading,2025-01-29
Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,9780374214913,Finished reading,2025-01-11
The Serviceberry,Robin Wall Kimmerer,9781668072257,Finished reading,""
The Serviceberry,Robin Wall Kimmerer,9781668072257,Finished reading,2025-01-13
The Midlife Cyclist,Phil Cavell,9781472961372,Finished reading,2025-02-02
Oathbreakers,Matthew Gabriele,9780063336681,Finished reading,2025-09-24
The Pleasures of Reading in an Age of Distraction,Alan Jacobs,9780199831678,Finished reading,2025-02-02
"The Return of the King (The Lord of the Rings, Book 3)",J. R. R. Tolkien,9780007322558,Finished reading,2025-03-13
Making the Presidency,Lindsay M. Chervinsky,9780197653845,Finished reading,2025-03-14
The Message,Ta-Nehisi Coates,9798217014248,Finished reading,2025-02-16
The Hobbit,J.R.R. Tolkien,9780547951973,Finished reading,2025-04-06
"Sandoz Studies, Volume 2",Renée M. Laegreid,9781496241603,Finished reading,2025-03-29
The Age of Acrimony,Jon Grinspan,9781635574630,Finished reading,2025-05-07
The Battle of the Little Bighorn,Mari Sandoz,9780803291003,Finished reading,2025-03-29
"American Visions: The United States, 1800-1860",Edward L. Ayers,9780393881271,Finished reading,2025-05-21
Crooked,Nathan Masters,9780306826153,Finished reading,2025-06-18
Harvesting Labour,Edward Dunsworth,9780228012702,Finished reading,2025-11-19
Wild New World: The Epic Story of Animals and People in America,Dan Flores,9781324006176,Finished reading,2025-06-28
American Zion: A New History of Mormonism,Benjamin E. Park,9781631498664,Finished reading,2025-11-06
The Wilderness Warrior,Douglas Brinkley,9780061940576,Finished reading,2026-01-17
American Serengeti,Dan Flores,9780700624669,Finished reading,""
Coyote America,Dan Flores,9780465098538,Finished reading,2025-07-19
American Serengeti,Dan Flores,9780700624669,Finished reading,2025-06-28
Rooted at the Edge,Donna L. Erickson,9781496240439,Finished reading,2025-10-04
Outdoor Kids in an Inside World,Steven Rinella,9780593129685,Finished reading,2025-09-24
Journey to the Center of the Earth,Jules Verne,9781416596882,Finished reading,2025-12-07
Lonesome Dove,Larry McMurtry,9781439195260,Finished reading,2026-02-01
Love for the Land,Brooks Lamb,9780300280104,Finished reading,2026-01-19
American Gun,Cameron McWhirter,9780374722005,Finished reading,2025-12-20
The American Revolution and the Fate of the World,Richard Bell,9780593719510,Finished reading,2026-01-01
The Undiscovered Country,Paul Andrew Hutton,9781524746131,Finished reading,2026-02-01
The Unsettling of America,Wendell Berry,9781619026964,Finished reading,2026-02-05
What We Can Know,Ian McEwan,9780593804735,Finished reading,2026-02-07
Bad Mexicans,Kelly Lytle Hernández,9781324004370,Finished reading,2026-02-22
The Cost of Discipleship,Dietrich Bonhoeffer,9780684815008,Want to read,""
Ethics,Dietrich Bonhoeffer,9780684815015,Want to read,""
The Environment: A History of the Idea,Paul Warde,9781421426792,Want to read,""
"Escaping the Dark, Gray City: Fear and Hope in Progressive-Era Conservation",Benjamin Heber Johnson,9780300115505,Want to read,""
Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Climate Change,Naomi Oreskes,9781608193943,Want to read,""
"Triumph of the City: How Our Greatest Invention Makes Us Richer, Smarter, Greener, Healthier, and Happier",Edward L. Glaeser,9780143120544,Want to read,""
How Climate Change Comes to Matter: The Communal Life of Facts,Candis Callison,9780822357872,Want to read,""
Finite Media: Environmental Implications of Digital Technologies,Sean Cubitt,9780822362920,Want to read,""
"Spaceship in the Desert: Energy, Climate Change, and Urban Design in Abu Dhabi",Gökçe Günel,9781478000914,Want to read,""
The Promise of Infrastructure,Nikhil Anand,9781478000181,Want to read,""
A Future History of Water,Andrea Ballestero,9781478003892,Want to read,""
Emergent Ecologies,Eben Kirksey,9780822360353,Want to read,""
"Citizens, Experts, and the Environment: The Politics of Local Knowledge",Frank Fischer,9780822326229,Want to read,""
The Undersea Network,Nicole Starosielski,9780822357551,Want to read,""
Nature as Event: The Lure of the Possible,Didier Debaise,9780822369486,Want to read,""
"What Comes after Entanglement?: Activism, Anthropocentrism, and an Ethics of Exclusion",Eva Haifa Giraud,9781478006251,Want to read,""
The End of the Suburbs: Where the American Dream Is Moving,Leigh Gallagher,9781591846970,Want to read,""
Evicted: Poverty and Profit in the American City,Matthew Desmond,9780553447439,Want to read,""
Sweet Taste of Liberty: A True Story of Slavery and Restitution in America,W. Caleb McDaniel,9780190846992,Want to read,""
"Winter War: Hoover, Roosevelt, and the First Clash Over the New Deal",Eric Rauchway,9780465094585,Want to read,""
Environments of Empire: Networks and Agents of Ecological Change,Ulrike Kirchberger,9781469655932,Want to read,""
The Wild and the Toxic: American Environmentalism and the Politics of Health,Jennifer Thomson,9781469651996,Want to read,""
Saving America's Cities: Ed Logue and the Struggle to Renew Urban America in the Suburban Age,Lizabeth Cohen,9780374254087,Want to read,""
The Deficit Myth: Modern Monetary Theory and the Birth of the People's Economy,Stephanie Kelton,9781541736184,Want to read,""
Happy City: Transforming Our Lives Through Urban Design,Charles Montgomery,9780374534882,Want to read,""
Communist Pigs: An Animal History of East Germany's Rise and Fall,Thomas Fleischman,9780295747309,Want to read,""
The Organic Profit: Rodale and the Making of Marketplace Environmentalism,Andrew N. Case,9780295745015,Want to read,""
A Life Beyond Boundaries,Benedict Anderson,9781784784560,Want to read,""
Uncanny Valley,Anna Wiener,9780374278014,Want to read,""
Uneasy Street: The Anxieties of Affluence,Rachel Sherman,9780691165509,Want to read,""
The Naturalist: Theodore Roosevelt and His Adventures in the Wilderness,Darrin Lunde,9780307464309,Want to read,""
The Rise and Fall of American Growth: The U.S. Standard of Living Since the Civil War,Robert J. Gordon,9780691147727,Want to read,""
The Hour of Land: A Personal Topography of America's National Parks,Terry Tempest Williams,9780374280093,Want to read,""
"American Revolutions: A Continental History, 1750-1804",Alan Taylor,9780393082814,Want to read,""
Twilight of the Elites: America After Meritocracy,Christopher L. Hayes,9780307720467,Want to read,""
"Vanishing America: Species Extinction, Racial Peril, and the Origins of Conservation",Miles A Powell,9780674971561,Want to read,""
"Master of the Senate (The Years of Lyndon Johnson, #3)",Robert A. Caro,9780394528366,Want to read,""
The Passage of Power,Robert A. Caro,9780679405078,Want to read,""
"Means of Ascent (The Years of Lyndon Johnson, #2)",Robert A. Caro,9780394528359,Want to read,""
On Trails: An Exploration,Robert Moor,9781476739212,Want to read,""
"The Path to Power (The Years of Lyndon Johnson, #1)",Robert A. Caro,9780394499734,Want to read,""
Churchill: A Biography,Roy  Jenkins,9780374123543,Want to read,""
"Trace: Memory, History, Race, and the American Landscape",Lauret Savoy,9781619028258,Want to read,""
Chance of Salvation: A History of Conversion in America,Lincoln A Mullen,9780674975620,Want to read,""
To Make Men Free: A History of the Republican Party,Heather Cox Richardson,9780465024315,Want to read,""
Coyote Valley: Deep History in the High Rockies,Thomas G. Andrews,9780674088573,Want to read,""
Fascist Pigs : Technoscientific Organisms and the History of Fascism,Tiago Saraiva,9780262035033,Want to read,""
Grant,Ron Chernow,9781594204876,Want to read,""
Panic at the Pump: The Energy Crisis and the Transformation of American Politics in the 1970s,Meg Jacobs,9780809075072,Want to read,""
From Head Shops to Whole Foods: The Rise and Fall of Activist Entrepreneurs,Joshua C. Davis,9780231171588,Want to read,""
A Climate of Crisis: America in the Age of Environmentalism,Patrick N. Allitt,9780143127017,Want to read,""
Defending Giants: The Redwood Wars and the Transformation of American Environmental Politics,Darren Frederick Speece,9780295999517,Want to read,""
Barry Commoner and the Science of Survival: The Remaking of American Environmentalism,Michael Egan,9780262050869,Want to read,""
The Laws of Cool: Knowledge Work and the Culture of Information,Alan Liu,9780226486994,Want to read,""
Brotopia: Breaking Up the Boys' Club of Silicon Valley,Emily  Chang,9780735213531,Want to read,""
"Let Them Eat Data: How Computers Affect Education, Cultural Diversity, and the Prospects of Ecological Sustainability",Chet A. Bowers,9780820322308,Want to read,""
The Names of the Stars: A Life in the Wilds,Pete Fromm,9781250139191,Want to read,""
Indian Creek Chronicles: A Winter Alone in the Wilderness,Pete Fromm,9780312422721,Want to read,""
The Last Season,Eric Blehm,9780060583019,Want to read,""
"A Journey to Freedom: Richard Oakes, Alcatraz, and the Red Power Movement",Kent Blansett,9780300227819,Want to read,""
"The Return of George Washington: Uniting the States, 1783-1789",Edward J. Larson,9780062248688,Want to read,""
The New Localism: How Cities Can Thrive in the Age of Populism,Bruce Katz,9780815731641,Want to read,""
"Racial Realignment: The Transformation of American Liberalism, 1932-1965",Eric Schickler,9780691153889,Want to read,""
Presidential Misconduct: From George Washington to Today,James M. Banner Jr.,9781620975497,Want to read,""
The Browns of California: The Family Dynasty that Transformed a State and Shaped a Nation,Miriam Pawel,9781632867339,Want to read,""
The Great Derangement: Climate Change and the Unthinkable,Amitav Ghosh,9780226526812,Want to read,""
"Palaces for the People: How Social Infrastructure Can Help Fight Inequality, Polarization, and the Decline of Civic Life",Eric Klinenberg,9781524761172,Want to read,""
Avoiding Data Pitfalls: How to Steer Clear of Common Blunders When Working with Data and Presenting Analysis and Visualizations,Ben   Jones,9781119278160,Want to read,""
Roadside Americans: The Rise and Fall of Hitchhiking in a Changing Nation,Jack Reid,9781469655000,Want to read,""
Radical Hope: A Teaching Manifesto,Kevin M. Gannon,9781949199512,Want to read,""
"Freeing Jesus: Rediscovering Jesus as Friend, Teacher, Savior, Lord, Way, and Presence",Diana Butler Bass,9780062659569,Want to read,""
Do I Stay Christian?,Brian D. McLaren,9781250262806,Want to read,""
The Irony of American History,Reinhold Niebuhr,9780226583990,Want to read,""
Democracy and Solidarity,James Davison Hunter,9780300277401,Want to read,2024-06-13
After Evangelicalism,David P. Gushee,9781646980048,Want to read,2024-10-17
Faith After Doubt,Brian D. McLaren,9781250262783,Want to read,""
Faith,Jimmy Carter,9781501184420,Want to read,""
A Full Life,Jimmy Carter,9781501115639,Want to read,""
How Jesus Became God,Bart D. Ehrman,9780062252197,Want to read,""
"Until Justice Be Done: America's First Civil Rights Movement, from the Revolution to Reconstruction",Kate Masur,9781324005940,Want to read,""
The Problem of Democracy in the Age of Slavery,W. Caleb McDaniel,9780807150191,Want to read,""
"We Hold These ""Truths""",Casey Burgat,9798893310245,Want to read,""
The Hidden Wealth of Nations,Gabriel Zucman,9780226245560,Want to read,""
The Triumph of Injustice: How the Rich Dodge Taxes and How to Make Them Pay,Emmanuel Saez,9781324002734,Want to read,""
Capital in the Twenty-First Century,Thomas Piketty,9780674979857,Want to read,""
White Fragility,Dr. Robin DiAngelo,9780807047422,Want to read,""
Refugia Faith,Debra Rienstra,9781506473796,Want to read,""
Reading for the Love of God,Jessica Hooten Wilson,9781493440535,Want to read,""
Black Liturgies,Cole Arthur Riley,9780593593646,Want to read,""
Searching for Sunday,Rachel Held Evans,9780718022136,Want to read,""
Holy Unhappiness,Amanda Held Opelt,9781546001942,Want to read,""
Healing What's Within,CHUCK. DEGROAT,9781496483140,Want to read,""
Moral Man and Immoral Society,Reinhold Niebuhr,9780664235390,Want to read,""
The Spirit of Justice,Jemar Tisby,9780310144878,Want to read,""
Life After Doom,Brian D. McLaren,9781250893284,Want to read,""
"If God Still Breathes, Why Can't I?",Angela N. Parker,9781467462532,Want to read,""
Nourishing Narratives,Jennifer L. Holberg,9781514005255,Want to read,""
Still Christian,David P. Gushee,9781611648270,Want to read,""
Fortune,Lisa Sharon Harper,9781493432738,Want to read,""
The Irresistible Revolution,Shane Claiborne,9780310296089,Want to read,""
The Very Good Gospel,Lisa Sharon Harper,9781601428592,Want to read,""
Engaging God's World,Cornelius Plantinga,9781467427661,Want to read,""
Your Jesus Is Too American,Steve Bezner,9781493447862,Want to read,""
The Moral Teachings of Jesus,David P. Gushee,9781666744781,Want to read,""
In the Swarm,Byung-Chul Han,9780262339285,Want to read,""
Protestants : the radicals who made the modern world,Alec Ryrie,9780007465033,Want to read,""
This Land is My Land,James R. Skillen,9780197500705,American West,2023-11-02
Public Lands and Political Meaning,Karen R. Merrill,9780520926882,American West,""
Cattle Kingdom,Christopher Knowlton,9780544369979,American West,2024-12-30
The Highest Law in the Land,Jessica Pishko,9780593471333,American West,""
The Size of the Risk,Leisl Carr Childers,9780806152523,American West,""
American Zion,Betsy Gaines Quammen,9781948814157,American West,""
Aryan Cowboys,Evelyn A. Schlatter,9780292774841,American West,""
Cow Talk,Michelle K. Berry,9780806192321,American West,""
The Nation's Largest Landlord,James R. Skillen,9780700618958,American West,""
Lasso the Wind,Timothy Egan,9780307557308,American West,""
"Open Spaces, Open Rebellions",Michael J. Makley,9781625343123,American West,""
Making America's Public Lands,Adam M. Sowards,9781538125311,American West,""
Red Meat Republic,Joshua Specht,9780691185781,American West,""
Born in the Country,David B. Danbom,9781421402901,American West,""
Let the Cowboy Ride,Paul F. Starrs,9780801863516,American West,""
